Mstr Cust Acct Cd,Acs Cust Acct Cd,Customer Name,Cust Status Cd
X3MOLI,X3MOLI,MOLINEL,I
X3MONA,X3MONA,MONARCH LEATHER GOODS LIMITED,I
X3MONO,X3MONO,"CENTRE OF CONSOLIDATION,""MONO""GERAND",I
X3MSK,X3MSK,MASPED-SCHNKER KFT.,I
X3MSLC,X3MSLC,MODACC SCOOTER LIFE LTD.,I
X3MTEX,X3MTEX,MANUFACTURA TEXCOCO SL,I
X3MVC,X3MVC,MAVROPOULOS VASSILIOS & CO.,I
KQN,X3NECK,NECKERMANN VERSAND AG,I
KQN,X3NEC1,NECKERMANN VERSAND AG,I
X3NEIL,X3NEIL,NEIL PRYDE EUROPE SA,I
X3NERT,X3NERT,NER TES GMBH,I
DELLEU,X3NMB,NMB,I
DELLEU,X3NMB1,NMB,I
X3NORD,X3NORD,PLEIN NORD,I
X3NSG,X3NSG,NATURSTEIN SERVICE GMBH,I
X3OCTO,X3OCTO,OCTOPUS PUBLISHING UK,I
X3OKUB,X3OKUB,OKU BUSINESS PARTNERS,I
X3OMNI,X3OMNI,OMNISHOP S.A.,I
X3OOOO,X3OOOO,OOO ODEON,I
X3OVER,X3OVER,OVERSEAS COMPUTERS,I
X3OXMO,X3OXMO,OXMOX SHOES GMBH,I
X3PAPA,X3PAPA,PAPA LOGISTICS JOCHEN HAUSCHILD UND JENS BAAR GBR,I
X3PAP1,X3PAP1,PAPA LOGISTICS JOCHEN HAUSCHILD UND JENS BAAR GBR,I
X3PARS,X3PARS,PARISTORE,I
X3PARS,X3PAR1,PARISTORE,I
X3PENT,X3PENT,PENTEL GMBH,I
X3PEUK,X3PEUK,PESCO UK,I
X3PFW,X3PFW,PET FOOD WORLD,I
DELLEU,X3PHIL,PHILIPS CONSUMER ELECTRONICS,I
DELLEU,X3PHI1,PHILIPS ELECTRONICS INDUSTRIES (TAIWAN),I
X3PINT,X3PINT,PARSONS INTERNATIONAL,I
X3PIN1,X3PIN1,PARSONS INTERNATIONAL,I
X3PJHG,X3PJHG,PJH GROUP,I
X3PLOS,X3PLOS,PLOSS & CO. GMBH,I
X3PODL,X3PODL,PORT DESPATCH LTD,I
X3POSO,X3POSO,POSO MULTIMEDIA BV,I
X3PRAC,X3PRAC, PRAKTICA (UK) LIMITED,I
X3PRAC,X3PRA1,PRAKTICA (UK) LTD.,I
X3PRIM,X3PRIM,PRIME PRODUCTS,I
X3PRIS,X3PRIS,PRISMA SPA,I
X3PROM,X3PROM,PROMO TRADING INTERNATIONAL,I
X3PTT,X3PTT,3P INTERNACIONAL CORP MEXICO SA DE CV,A
DELLEU,X3QUA,QUANTA,I
DELLEU,X3QUA1,QUANTA,I
KQN,X3QUEL,QUELLE ATKIENGESELLSCHAFT,I
X3QUEN,X3QUEN,FEERIE QUENNESSON,I
KQN,X3QUE1,QUELLE ATKIENGESELLSCHAFT,I
X3RAA,X3RAA,RIVERSIDE ASIAN ART,I
X3RAD,X3RAD,GS RADIS EUROPE,I
X3REAL,X3REAL,REALITY IMPORT GMBH,I
X3REFL,X3REFL,REFLEX INTERNATIONAL INC,I
X3RFS,X3RFS,RF-SYSCON UMWELTSYSTEMS,I
X3RMIG,X3RMIG,RATTAN MOEBEL IMPORT GMBH,I
X3RONA,X3RONA,RONALD JUERGENS GMBH,I
X3RULE,X3RULE,RULEWAVE (UK) LIMTED,I
X3RUSK,X3RUSK,RUSKLIMAT,I
X3RUSK,X3RUS1,RUSKLIMAT,I
X3RWH,X3RWH,REINHOLD W. HEIM GMBH & CO.KG,I
DELLEU,X3SAMS,DELL,I
DELLEU,X3SAM1,SAMSUNG ELECTRONICS CO.LTD,I
X3SASG,X3SASG,SINTHORN ASIA SHOP GMBH,I
X3SBS,X3SBS,SIA BUVMATERIALU SERVICSS,I
X3SCEL,X3SCEL,SCHRADER ELECTRONICS,I
X3SCNG,X3SCNG,SEDO CHEMICALS NEOPRENE GMBH,A
X3SEM,X3SEM,SEMCO (SAMSUNG ELECTRO-MECHANICS),I
DELLEU,X3SEM1,SEMCO (SSAMSUNG ELECTRO-MECHANICS),I
X3SEOU,X3SEOU,SEOUL NASSAU UK LTD,I
X3SILA,X3SILA,SILAG METALLWAREN AG,I
X3SILA,X3SIL1,SILAG METALLWAREN AG,I
X3SINO,X3SINO,SINOCONNEC GMBH,I
X3SIRT,X3SIRT,SIRTRES S.R.L.,I
DELLEU,X3SLO,SILITEK LITE-ON,I
DELLEU,X3SLOK,SILITEK/LITE-ON (KEYBOARDS),I
DELLEU,X3SLOM,SILITEK/LITE-ON (DDBU),I
DELLEU,X3SLO1,SILITEK/LITE-ON (KEYBOARDS),I
X3SOLA,X3SOLA,SOLARDIREKT GMBH,I
X3SONN,X3SONN,SONNGIO VERTRIEBSAGENTUR,I
X3SONY,X3SONY,SONY ESPANA,I
X3SOV,X3SOV,360 SOLUCIONES VERDES,A
X3SPLE,X3SPLE,SPLENDOUR.COM,I
X3SPLI,X3SPLI,SPL INDUSTRIES LIMITED,I
X3SSON,X3SSON,SHIPRIGHT OF SIBSON,I
X3STAS,X3STAS,SABA TRADE AND SERVICE,I
X3STEI,X3STEI,C. STEINWEG N.V.,I
X3STHI,X3STHI,STUART HIGGIN,I
X3STNE,X3STNE,STONE EXPERTS NATURSTEIN GROSSHANDELS GMBH,I
X3STXE,X3STXE,SCANTEX EUROPE LTD,I
X3SUK,X3SUK,SCHULTE-UFER KG,I
X3TAIC,X3TAIC,TAI COMPUTER SYSTEMS LIMITED,I
X3TAIC,X3TAI1,TAI COMPUTER SYSTEMS LIMITED,I
X3TASP,X3TASP,TECNO AMBIENTES.P.A.,I
X3TCG,X3TCG,TREND CONCEPT-GMBH,I
X3TDTV,X3TDTV,TAYEKS DIS TIC VE TEKSTIL SAN A.S.,I
X3TEDA,X3TEDA,TEDA S.A.,I
X3TEKD,X3TEKD,TEK DISTRIBUTION,I
X3TELD,X3TELD,TELDAR ELECTRIC EUROPE BV,I
X3TERR,X3TERR,TERRAILLON,I
X3TESS,X3TESS,TESSA,I
X3THEO,X3THEO,THEO KLEIN GMBH,I
X3THFL,X3THFL,THIEL FURNITURE LOGISTICS + SERVICES C/O ALCO GMBH,I
X3TIEM,X3TIEM,TIEMEX LOGISTICS BV,I
X3TIEM,X3TIE1,APL LOGISTICS OBO TIEMEX LOGISTICS,I
X3TIJS,X3TIJS,TAURUS IMPORTGESELLSCHAFT J.SEEBOHM MBH,A
X3TJC,X3TJC,DORMANN RT-PRASENT GMBH,I
X3TOAG,X3TOAG,TOPPHONE ACCESSOIRES GMBH,I
X3TOPG,X3TOPG,TOP GLOVE SDN BHD,I
X3TOPO,X3TOPO,TOP OFFICE,I
X3TOUG,X3TOUG,TOUGH JEANSMITH,I
X3TOYF,X3TOYF,TOYS R US FRANCE,I
X3TOYS,X3TOYS,TOY CONNECTIONS LTD,I
DELLEU,X3TPV,AOC/TPV,I
DELLEU,X3TPV1,AOC/TPV,I
X3TRIB,X3TRIB,TRIBAL TRADERS LIMITED,I
X3TRIM,X3TRIM,TRADE IMPORT,I
X3TRIO,X3TRIO,TRIO LEUCHTEN GMBH,I
X3TRIB,X3TRI1,TRIBAL TRADERS LIMITED,I
X3TRML,X3TRML,NOL PORTUGAL,I
X3TSSL,X3TSSL,T & S SUPPLIES LIMITED,I
X3TULA,X3TULA,TULA GROUP,I
X3TUR,X3TUR,APL TURKEY,I
X3UAB,X3UAB,UAB KONTRANSA,I
X3UKOB,X3UKOB,UKO BUSINESS PARTNERS,I
X3ULAG,X3ULAG,UNITED LABELS,I
X3UNIC,X3UNIC,UNICARGO,I
X3UNIQ,X3UNIQ,UNIQUE LOGISTICS INTERNATIONAL LTD,I
X3UNIQ,X3UNI1,UNIQUE LOGISTICS LTD.,I
X3UPS,X3UPS,UPS SCS,I
X3VERB,X3VERB,VERBURGT FASHION BV,I
X3VERB,X3VER1,VERBURGT FASHION BV,I
X3VIFT,X3VIFT,VIA GMBH,I
X3WAST,X3WAST,WITTUR ASANSOR SAN.TIC.LTD.STI.,I
X3WAY,X3WAY,3 WAY LOGISTICS,I
X3WEDG,X3WEDG,JOSIAH WEDGWOOD & SONS LTD,I
X3WEWG,X3WEWG,WUERTH ELECTRO WHOLESALE GMBH & CO KD,I
X3WIDD,X3WIDD,"WIDDOP, BINGHAM & CO",I
X3WIG,X3WIG,WORLDGLOVES INTERNATIONAL GMBH,I
X3WILL,X3WILL,WILLS GAMBIER LTD,I
X3WISS,X3WISS,WISSENBACH GMBH & CO. KG/INTERIOR TREND,I
X3WIST,X3WIST,WISTHOFF GMBH,I
X3WPC,X3WPC,WPC IMPORT UND EXPORT GMBH,I
X3WTSH,X3WTSH,DO NOT USE,I
X3WTSH,X3WTS1,APL LOGISTICS UK OBO W. T. SHIPPING CO,I
X3WUNS,X3WUNS,WUENSCHE HANDELSGESELLSCHAFT INTL.MBH & CO KG.,A
X3XANA,X3XANA,XANAKA MODE FRANCE,I
X3XANA,X3XAN1,XANAKA MODE FRANCE,I
X3YELL,X3YELL,YELLOWAVE GMBH,I
DELLEU,X3ZAC,ZYLUX ACOUSTIC CORP,I
DELLEU,X3ZAC1,ZYLUX ACOUSTIC CORPORATION,I
X3ZICO,X3ZICO,ZICO IMPORT PTY LTD,I
X3ZOO,X3ZOO,"F.M. BROWN'S & SONS,INC.",I
X4ABP,X4ABP,ABP PVT LTD,I
X4ADNI,X4ADNI,ADN IMPORT AND EXPORT CORPORATION SA DE CV,I
X4ADSH,X4ADSH,ADAN'S SHOPPING,I
X4AEC,X4AEC,ALMACEN EL CANAL,I
X4AMTG,X4AMTG,"AMANCO TUBOSISTEMAS GUATEMALA, S.A.",I
X4ANLY,X4ANLY,ANLY SA DE CV,I
X4APCL,X4APCL,APL LOGISTICS-WMS,I
X4APH,X4APH,BOLLAG INTERNATIONAL,I
X4APPM,X4APPM,"APPLICA MANUFACTURING , S. DE RL DE C.V",I
X4ARCO,X4ARCO,"ARCOLAB, S.A.",I
X4AVMX,X4AVMX,AVANGARD MEXICO SA DE CV,I
X4AWA,X4AWA,"AMERICAN WORLD  ACCESSORIES, S.A. DE C.V.",I
X4AWAR,X4AWAR,"AWARDED, S.A. DE C.V.",I
X4AZT,X4AZT,AZT INTERNATIONAL S. DE R.L. DE C.V.,I
X4BICI,X4BICI,BICICLO,I
X4BORD,X4BORD,"BORDANA, S.A. DE C.V.",I
X4BSAD,X4BSAD,BAXTER SA DE CV,I
X4CALA,X4CALA,CARLOS LAINEZ,I
X4CALS,X4CALS,"CALSONIC MEXICANA,SA DE CV",I
X4CARR,X4CARR,CARRIARA SA DE CV,I
X4CAWH,X4CAWH,CARIBEX WORLDWIDE HONDURAS,A
X4CCSA,X4CCSA,"COMPANIA COLOCHO, S.A.",I
X4CDVS,X4CDVS,"YAFA, S. A.",I
X4CHR,X4CHR,MA. CRISTINA HERRERA REYNOSO,I
X4CLAR,X4CLAR,"CLARIANT  ( MEXICO ), S.A. DE C.V.",I
X4CLEM,X4CLEM,CLEMENCIA CASTILLO,I
X4CONS,X4CONS,CONSOLIDADOS 807 HONDURAS,A
X4CORP,X4CORP,CORPINTEC S. A DE C.V.,I
X4COSH,X4COSH,COMERCIAL SHANGHAI,I
X4CRIS,X4CRIS,CRI SAN JOSE,I
X4DHL,X4DHL,"DHL ARWEST DE MEXICO,S.A. DE C.V.",I
X4DILT,X4DILT,DILTEX S.A. DE C.V.,I
X4DIME,X4DIME,DIMEDIC,A
X4ELVI,X4ELVI,ELVIA URBINA,I
X4EPLN,X4EPLN,EL PALACIO DE LOS NINOS,I
X4FANT,X4FANT,"FANTASIAS MIGUEL, S.A. DE C.V.",A
X4FELP,X4FELP,FELPA COMERCIAL,I
X4FNDL,X4FNDL,FABRICA NACIONAL DE LIJA S.A. DE C.V.,I
X4GILL,X4GILL,"GILLETTE MANUFACTURA,S.A. DE C.V.",I
X4GMG,X4GMG,GMG DE HONDURAS-GALLO MAS GALLO,I
X4HASB,X4HASB,HASBRO,I
X4HEPT,X4HEPT,HEPTA HR SA DE CV,I
X4IDNS,X4IDNS,INTERTRON DEL NORESTE SA DE CV,I
X4IED,X4IED,IMPORTADORA Y EXPORTADORA DIAMANTE S.A.,I
X4IEDO,X4IEDO,ILUMINACION ESPECIALIZADA DE OCCIDENTE SA DE CV,I
X4IMPM,X4IMPM,IMPORTACIONES MONTECARLO,I
X4IMRA,X4IMRA,IMPORTADORA RAMY,I
X4INDU,X4INDU,INDUSTRIAS DESAFIO SA DE CV,I
X4INPR,X4INPR,INPROCAL SA DE CV,I
X4INTE,X4INTE,INTELSTEER SA DE CV,I
X4IOSD,X4IOSD,IMPORTADORA OPTIMERCADEO SA DE CV,I
X4JAYT,X4JAYT,JAYTEX OF CANADA LIMITED,I
X4JIAN,X4JIAN,JIANGSU LIGHT INDUSTRIAL PRODUCTS,A
X4LAMI,X4LAMI,"LAMINATI, S.A.",I
X4LBME,X4LBME,LIFESTYLE BRAND MEXICO SA DE CV,I
X4LQDS,X4LQDS,LA QUINTA DE SAN MIGUEL SA DE CV,I
X4LSSA,X4LSSA,LONAS SEGOVIA S.A.,I
X4MAE,X4MAE,MOTORES Y APARATOS ELECTRICOS,A
X4MARI,X4MARI,"MARISCAL MODA HOMBRE,S.A. DE C.V.",I
X4MEC,X4MEC,MODA EN CASA,I
X4METT,X4METT,"METTRA, SA DE CV",I
X4MFSA,X4MFSA,"MODAS FAMILIA, S.A.",I
X4MHM,X4MHM,MERRY-HOME MANUFACTURING LTD.,I
X4MICO,X4MICO,MILLA COPIAS,I
X4MKPP,X4MKPP,MK PRESS & PUBLISHING SYSTEMS LTD,I
X4MULT,X4MULT,MULTITURBO S.A. DE C.V.,I
X4NAES,X4NAES,"NATSTEEL ELECTRONIC SYSTEMS, SA DE CV",I
X4NEST,X4NEST,"NESTLE MEXICO, S.A. DE C.V.",I
X4NTD,X4NTD,NTD APPAREL INC,I
X4NUVE,X4NUVE,NUVENT SA DE CV,I
X4PANT,X4PANT,PANTUFLAS FINAS S.A,I
X4PDH,X4PDH,POLARIZADOS DE HONDURAS,I
X4PHDB,X4PHDB,PHILIPS DO BRASIL LTDA,I
X4PIAD,X4PIAD,PRODUCTOS INFANTILES ANIMADOS S. DE R.L. DE C.V,A
X4PICO,X4PICO,PIKITO CONFECCIONES SA DE CV,I
X4PLAY,X4PLAY,PLAYERAS TRUENO SA DE C.V.,I
X4PLS,X4PLS,4PL SOLUTION (PVT) LTD,I
X4PTIS,X4PTIS,PILATUS TECNOLOGIAS INDUSTRIALES S. DE R.L. DE C.V.,I
X4REGA,X4REGA,REGALOS SIGLOS XXI SA DE CV,I
X4SASH,X4SASH,SAMUEL SHAPIRO &CO,I
X4SIGL,X4SIGL,SIGLO NUEVO IMP Y EXPORT SA DE C.V.,I
X4SIN,X4SIN,4S INTERNATIONAL,I
X4SIST,X4SIST,SISTEMAS INTEGRALES DE AUTOMATIZACION SA DE CV,I
X4SJSA,X4SJSA,"SHIN JIN, S.A.",I
X4SKSA,X4SKSA,SKYRUG S.A. DE C.V.,I
X4SLO,X4SLO,4S LOGISTIC SOLUTIONS,I
X4SONY,X4SONY,SONY ELECTRONICS OFKOREA CORP,I
X4STER,X4STER,"STEREN PRODUCTO EMPACADA,S.A. DE C.V.",I
X4SUEL,X4SUEL,SUELAS WYNY S.A. DE C.V,A
X4SULA,X4SULA,SULACER S.A.,I
X4SUNB,X4SUNB,SUNBEAM MEXICANA  SA DE CV,I
X4TAIK,X4TAIK,"TAIKON, S.A DE C.V",I
X4TALL,X4TALL,TALLER INDUSTRIAL MOTINO,I
X4TDDC,X4TDDC,TENERIA DUENAS DEL CENTRO SA DE CV,I
X4THSA,X4THSA,TRUPER HERRAMIENTAS S.A. DE C.V.,I
X4TICH,X4TICH,"TIENDAS CHEDRAUI, S.A. DE C.V.",A
X4TIEN,X4TIEN,"TIENDAS SORIANA, SA DE CV",I
X4TPET,X4TPET,TOTAL P.E.T. PRODUCTS,I
X4VARI,X4VARI,VARILLAS S&S INDUSTRIES S. DE R.L DE C.V,I
X4VENT,X4VENT,"VENTAS SERVICIOS Y ESPECTACULOS RECREATIVOS, S.A DE C.V.",I
X4YAMA,X4YAMA,"YAMAHA DE MEXICO,SA DE C.V.",A
X4YANG,X4YANG,YANGTEX,I
X46MSA,X46MSA,6M MEXICO S. DE R.L. DE C.V,I
X47BL,X47BL,47 BRAND LLC,A
X5AAI,X5AAI,"ADOS AMERICA,INC.",I
X5ABCD,X5ABCD,ABC DISTRIBUTING,I
X5ABEN,X5ABEN,ABERDEEN SPORTSWEAR INC.,I
X5ABLC,X5ABLC,ABX LOGISTICS (CANADA) INC,I
X5ACCE,X5ACCE,ACCENTRA,I
X5ACDI,X5ACDI,ACCENT DECOR INC.,I
X5ACPL,X5ACPL,"ACADIAN CROSSING PRODUCTS, LLC",I
X5ACTI,X5ACTI,"AMERICAN COMMERCIAL TRASNPORT, INC.",I
X5ADDE,X5ADDE,ADDED EXTRA LLC,I
X5AFII,X5AFII,ALLWAYS FORWARDING INT'L INC.,I
X5AFM,X5AFM,AFM R-CORP,I
X5AHFW,X5AHFW,AFTER HOURS FORMAL WEAR INC,I
X5AIC,X5AIC,ALTARE INTERNATIONAL CORP,I
X5AIM,X5AIM,"ALBERT ELOVITZ,INC. DBA AIM",I
X5AKII,X5AKII,AL KNOCH INTERIORS INC,I
X5ALCI,X5ALCI,"ALP LIGHTING COMPONENTS,INC.",I
X5ALCL,X5ALCL,ALCATEL-LUCENT,I
X5ALEX,X5ALEX,"V. ALEXANDER & CO.,INC",I
X5ALPI,X5ALPI,ALLSTATE PLASTICS INC.,I
X5ALTA,X5ALTA,ALTARE CORP./UIDC,I
X5ALTC,X5ALTC,ALLERGY TECHNOLOGIES LLC,I
X5AMAT,X5AMAT,AMAT INT'L,I
X5AMBT,X5AMBT,"AMBTRA,INC",I
X5AMCI,X5AMCI,AUDREY MORRIS COSMETICS INTL,I
X5AMER,X5AMER,AMERICO COMPANY,I
X5AMHE,X5AMHE,"US DIAGNOSTICS,INC",I
X5AMHI,X5AMHI,"AMERICAN HEALTHCARE,INC",I
X5AMIN,X5AMIN,AMINCO RESOURCES LLC,I
X5AMPA,X5AMPA,AMPAC ENTERPRISES,I
X5AMRF,X5AMRF,AMERICAN ROLAND FOOD CORP.,I
X5ANAS,X5ANAS,ANCONA ASSOCIATES LLC,I
X5APC,X5APC,"ARTMARK ASSOCIATES, INC.",I
X5APCO,X5APCO,ALMA PRODUCTS COMPANY,I
X5APL,X5APL,APL MARITIME LTD,I
X5AREI,X5AREI,ARASON ENTERPRISES,I
X5ART,X5ART,ARTCO,I
X5ARVI,X5ARVI,ARVIN MERITOR C/O APL LOGISTICS,I
X5ASG,X5ASG,ALLIANCE SPORTS GROUP,I
X5ASML,X5ASML,APL MARITIME LTD.,I
X5ASRL,X5ASRL,AGENCIES SRL,I
X5ATEC,X5ATEC,"AIR TIGER EXPRESS CO.,INC",I
X5ATUI,X5ATUI,APPAREL TEX USA INC,I
X5ATWC,X5ATWC,ATLANTA WHOLESALE CENTER,I
X5AUEC,X5AUEC,AUDIOVOX ELECTRONICS CORP,I
X5AVEN,X5AVEN,"THE AVENUE,A DIV OF UNITED RETAIL",I
X5AWC,X5AWC,ACCUTIME WATCH CORP,I
X5AWUS,X5AWUS,"A-WALK USA,INC",I
X5BABY,X5BABY,BABYBOOM CONSUMER PRODUCTS,I
X5BANG,X5BANG,BIG BANG IDEAS LLC,I
X5BAY,X5BAY,BAY STATE SPECIALTY COMPANY,I
X5BBLR,X5BBLR,BENSON BAG & LA ROSE TIME CO.,I
X5BCOL,X5BCOL,BOHNING COMPANY LTD.,I
X5BDI,X5BDI,"BARLOW DEIGNS,INC",I
X5BEC,X5BEC,BUILDIT ENGINEERING COMPANY,I
X5BEII,X5BEII,BELVEDERE INTERNATIONAL INC.,I
X5BELL,X5BELL,BELL INDUSTRIES,I
X5BELT,X5BELT,BELTON INDUSTRIES INC,I
X5BERN,X5BERN,BERNARDS INC,I
X5BESS,X5BESS,BESS MFG/BMC GROUP II,I
X5BETT,X5BETT,BETTER SLEEP INC,I
X5BHC,X5BHC,BOLLMAN HAT COMPANY,I
X5BHI,X5BHI,BHI-DC,I
X5BKS,X5BKS,BEN KAUFMAN SALES,I
X5BLC,X5BLC,BRIGHT LITE COMPANY,I
X5BLCI,X5BLCI,"BALTIC LINEN COMPANY,INC",I
X5BLON,X5BLON,BLONDIE AND ME LLC,I
X5BLRI,X5BLRI,BLUE RIDGE INDUSTRIES,I
X5BLUE,X5BLUE,BLUELINX CORPORATION,I
X5BLYT,X5BLYT,BLYTH HOME SCENTS INTERNATIONAL,I
X5BMC,X5BMC,BEACH MANUFACTURING CO,I
X5BMH,X5BMH,FOUR JACKS ENTERPRISES DBA B-MARK HATS,I
X5BOB,X5BOB,BOBCAT C/O APL LOGISTICS,I
X5BOSC,X5BOSC,BOSCH SECURITY SYSTEMS,I
X5BPIN,X5BPIN,BENDON PUBLISHING INTERNATIONAL,I
X5BREN,X5BREN,BRENNAN EQUIPMENT,I
X5BRIG,X5BRIG,BRIGGS & STRATTON,I
X5BRVO,X5BRVO,BRAVO!,I
X5BSID,X5BSID,BSI DOOR HARDWARE,I
X5BTW,X5BTW,BODY TIME WELLNESS,I
X5BUSH,X5BUSH,BUSHNELL PERFORMANCE OPTICS WWIDE,I
X5CACF,X5CACF,CAPE CONTRACT FURNITURE,I
X5CACH,X5CACH,CACHE SALES,I
X5CADA,X5CADA,CADACO,I
X5CARD,X5CARD,CARDINAL HEALTH,I
X5CARH,X5CARH,CARHARTT INC,I
X5CARI,X5CARI,CARPATHIAN INDUSTRIES,I
X5CATE,X5CATE,CATERPILLAR INC,I
X5CATH,X5CATH,CATHAY HANDICRAFTS,I
X5CCL,X5CCL,COINTE COLLECTIBLES LTD,I
X5CCS,X5CCS,CROWN CORK & SEAL,I
X5CCSI,X5CCSI,CONNECICUT CAP AND SEAL INC,I
X5CDI,X5CDI,CONSOLIDATED DEVICES,I
X5CEAI,X5CEAI,CARIBBEAN EXPORT APPLIANCES INC,I
X5CELL,X5CELL,CELLUCAP MANUFACTURING,I
X5CENT,X5CENT,CENTURY SYSTEMS,I
X5CESI,X5CESI,CARGO EXPRESS (SAIPAN)INC.,I
X5CFIH,X5CFIH,"CFI HONG KONG LIMITED C/O BRAND MARKETING STRATEGIES, INC",I
X5CFMC,X5CFMC,"C.F. MARTIN & CO.,INC.",I
X5CFSI,X5CFSI,COMPOSITE FRAMING SYSTEMS INC.,I
X5CHCO,X5CHCO,CHISSO CORPORATION,I
X5CHIS,X5CHIS,CHISSO AMERICA INC,I
X5CHW,X5CHW,CHICAGO WICKER,I
X5CIL,X5CIL,"CALDAK INTERNATIONAL,LLC",I
X5CIT,X5CIT,CALIFORNIA INSTITUTE OF TECHNOLOGY,I
X5CITG,X5CITG,THE CIT GROU/COMMERCIAL SERVICES,I
X5CLE,X5CLE,CEDAR LAKE ENGINEERING,I
X5CLEO,X5CLEO,CLEO INC,I
X5CLGI,X5CLGI,COMINT LEATHER GOODS. INC.,I
X5CMA,X5CMA,CM ALMY,I
X5CMNI,X5CMNI,CMN INTERNATIONAL LLC,I
X5COAD,X5COAD,COVALENCE ADHESIVES,I
X5CODY,X5CODY,CODY KRAMER IMPORTS,I
X5COI,X5COI,CALIFORNIA OFFPRICE INC.,I
X5COLI,X5COLI,COLIBRI CORP,I
X5COLO,X5COLO,COLONY PRODUCTS,I
X5COLU,X5COLU,COLUMBIA CUTLERY,I
X5CONC,X5CONC,"CONCEPTEK,LLC",I
X5CPA,X5CPA,CONCOURS PARTS & ACCESSORIES,I
X5CRUS,X5CRUS,CRUSAN INC,I
X5CRYD,X5CRYD,CRYSTAL D,I
X5CRYS,X5CRYS,CRYSTAL KOBE LTD.,I
X5CSMI,X5CSMI,CORVETTE SPECIALTIES MANUFACTURING INC,I
X5CTCO,X5CTCO,"CTC ORGANICS,INC.",I
X5CTG,X5CTG,CLOVER TECHNOLOGIES GROUP,I
X5CULV,X5CULV,CULVER ELCTRONIC,I
X5CUST,X5CUST,CUSTOM PRINTING,I
X5CWI,X5CWI,CAROL WREN INC,I
X5CYMA,X5CYMA,CYMA ENTERPRISES INC,I
X5DAGI,X5DAGI,DAGIAS INC.,I
X5DAII,X5DAII,DO NOT USE,I
X5DCPL,X5DCPL,"DIGITAL CONSUMER PRODUCTS,LTD.",I
X5DDEI,X5DDEI,"DYNAMIC DESIGN ENTERPRISES,INC",I
X5DDS,X5DDS,DDS DEVELOPMENT & DESIGN INC,I
X5DEER,X5DEER,DEER STAGS,I
X5DELS,X5DELS,DELSOL WAREHOUSE,I
X5DENT,X5DENT,"DENTE TRADING CO, INC",I
X5DEPO,X5DEPO,DELJEN POWER,I
X5DESI,X5DESI,DESIGNSPACE LLC,I
X5DFIR,X5DFIR,"D'FIRO DESIGN,INC",I
X5DGUI,X5DGUI,DELTA GALIL USA INC,I
X5DIC,X5DIC,DIC INTERNATIONAL (USA)LLC,I
X5DIHF,X5DIHF,DIVATEX HOME FASHIONS,I
X5DII,X5DII,"DOUGLAS INTERNAIONAL,INC",I
X5DIVA,X5DIVA,DIVA HOME FASHIONS,I
X5DKE,X5DKE,D.K. ENTERPRISES,I
X5DLWI,X5DLWI,DARICE/LAMRITE WEST INC.,I
X5DMP,X5DMP,DEL MONTE PHILIPPINES,A
X5DMSI,X5DMSI,"D. MYERS AND SONS,INC",I
X5DNAP,X5DNAP,DNA PRODUCTS,I
X5DOTI,X5DOTI,"DIRECT OVERSEAS TRANSPORT, INC",I
X5DPEI,X5DPEI,SPIRIT IMPLEMENTS LLC,I
X5DPSI,X5DPSI,"DAVID PEYSER SPORTSWEAR,INC",I
X5DREA,X5DREA,"DREAMSTART, LLC",I
X5DRES,X5DRES,DRESS MILL,I
X5DROP,X5DROP,DROP ZONE,I
X5DSI,X5DSI,DIRECT SOURCE INTERNATIONAL (DSI),I
X5DSIU,X5DSIU,DYWIDAG SYSTEM INTERNATIONAL USA INC,I
X5DTI,X5DTI,DRESSY TESSY INC,I
X5DYII,X5DYII,DYNASTY INTERNATIONAL INC,I
X5EAGL,X5EAGL,EAGLE BEARING,I
X5EAIL,X5EAIL,"EA INTERNATIONAL, LTD.",I
X5EAPS,X5EAPS,"EARTH PROTECTION SERVICES, INC",I
X5EAST,X5EAST,EASTERN MOUNTAIN SPORTS,I
X5EAZY,X5EAZY,EAZY POWER,I
X5ECCO,X5ECCO,ECCO USA,I
X5ECKO,X5ECKO,ECKO DIRECT LLC,I
X5ECLL,X5ECLL,ECKO COMPLEX LLC,I
X5EEGL,X5EEGL,EGL EAGLE GLOBAL LOGISTICS LP,I
X5EFI,X5EFI,EFI/CUTEX INC,I
X5EHCI,X5EHCI,"ELEGANT HEADWEAR CO.,INC",I
X5EHF,X5EHF,EXCELL HOME FASHION,I
X5EIBD,X5EIBD,ELEGANT INTERIORS BY DESIGN,I
X5EMER,X5EMER,EMERY/MENLO WORLDWIDE TRADE SERVICES,I
X5EMNP,X5EMNP,EMERSON NETWORK POWER (FORMERLY KNOWN AS CONTROL CONCEPTS),I
X5EPSI,X5EPSI,"EARTH PROTECION SERVICES, INC.",I
X5ESS,X5ESS,EASY STREET SALES CORP,I
X5ESWL,X5ESWL,EASTERN SHORES WOVEN LABEL CO.,I
X5ETL,X5ETL,ENIXUS TRADE LTD,A
X5EVCI,X5EVCI,EVENFLO COMPANY INC.,I
X5EVER,X5EVER,EVERGREEN ENTERPRISES,I
X5EXPE,X5EXPE,EXPEDITORS INTL OF WASHINGTON INC,I
X5EZAP,X5EZAP,EZ APPAREL LLC,I
X5EZDO,X5EZDO,EZDO,I
X5FADE,X5FADE,FAULTLINE DESIGNS,I
